DATE,TMAX,TMIN
2024-02-01,53.46153846153846,34.07692307692308
2024-02-02,46.76923076923077,31.76923076923077
2024-02-03,47.0,27.642857142857142
2024-02-04,53.714285714285715,25.928571428571427
2024-02-05,49.714285714285715,27.642857142857142
2024-02-06,48.15384615384615,27.384615384615383
2024-02-07,57.07142857142857,25.5
2024-02-08,62.642857142857146,33.214285714285715
2024-02-09,62.0,48.5
2024-02-10,58.0,41.07692307692308
2024-02-11,47.07692307692308,32.69230769230769
2024-02-12,47.23076923076923,29.076923076923077
2024-02-13,47.84615384615385,29.076923076923077
2024-02-14,45.30769230769231,28.53846153846154
2024-02-15,54.07142857142857,25.928571428571427
2024-02-16,38.142857142857146,25.214285714285715
2024-02-17,28.5,15.642857142857142
2024-02-18,39.25,15.833333333333334
2024-02-19,46.666666666666664,20.833333333333332
2024-02-20,55.333333333333336,24.083333333333332
2024-02-21,62.84615384615385,29.076923076923077
2024-02-22,56.142857142857146,43.07142857142857
2024-02-23,56.42857142857143,36.714285714285715
2024-02-24,41.07142857142857,22.071428571428573
2024-02-25,53.642857142857146,21.357142857142858
2024-02-26,68.07692307692308,35.53846153846154
2024-02-27,64.6923076923077,50.23076923076923
2024-02-28,65.92857142857143,25.857142857142858
2024-02-29,43.357142857142854,22.928571428571427
2024-03-01,50.714285714285715,25.5
2024-03-02,53.5,41.285714285714285
2024-03-03,65.42857142857143,42.5
2024-03-04,73.71428571428571,44.42857142857143
2024-03-05,70.0,48.285714285714285
2024-03-06,57.142857142857146,44.785714285714285
2024-03-07,49.857142857142854,40.714285714285715
2024-03-08,58.857142857142854,42.285714285714285
2024-03-09,55.642857142857146,38.142857142857146
2024-03-10,43.357142857142854,31.785714285714285
2024-03-11,55.46153846153846,27.53846153846154
2024-03-12,68.07692307692308,37.69230769230769
2024-03-13,70.76923076923077,42.23076923076923
2024-03-14,71.0,45.0
2024-03-15,59.76923076923077,39.0
2024-03-16,61.46153846153846,32.69230769230769
2024-03-17,52.69230769230769,34.61538461538461
2024-03-18,38.46153846153846,28.846153846153847
2024-03-19,51.30769230769231,28.692307692307693
2024-03-20,52.46153846153846,29.923076923076923
2024-03-21,45.30769230769231,24.153846153846153
2024-03-22,52.61538461538461,27.76923076923077
2024-03-23,45.23076923076923,28.0
2024-03-24,49.92857142857143,23.714285714285715
2024-03-25,66.78571428571429,36.5
2024-03-26,58.30769230769231,43.07692307692308
2024-03-27,53.92857142857143,34.285714285714285
2024-03-28,54.857142857142854,28.642857142857142
2024-03-29,61.142857142857146,35.357142857142854
2024-03-30,66.92857142857143,38.42857142857143
2024-03-31,61.142857142857146,45.214285714285715
2024-04-01,64.0,47.214285714285715
2024-04-02,67.64285714285714,49.0
2024-04-03,57.57142857142857,37.0
2024-04-04,49.5,35.785714285714285
2024-04-05,48.714285714285715,35.642857142857146
2024-04-06,55.42857142857143,34.0
2024-04-07,62.214285714285715,30.642857142857142
2024-04-08,74.0,47.0
2024-04-09,71.35714285714286,50.785714285714285
2024-04-10,64.28571428571429,53.92857142857143
2024-04-11,68.14285714285714,51.07142857142857
2024-04-12,59.0,45.5
2024-04-13,65.57142857142857,43.785714285714285
2024-04-14,81.85714285714286,46.357142857142854
2024-04-15,78.71428571428571,54.142857142857146
2024-04-16,79.85714285714286,50.42857142857143
2024-04-17,79.92857142857143,56.357142857142854
2024-04-18,72.5,51.0
2024-04-19,65.85714285714286,50.142857142857146
2024-04-20,55.07142857142857,40.857142857142854
2024-04-21,52.92857142857143,36.214285714285715
2024-04-22,63.857142857142854,32.785714285714285
2024-04-23,67.5,43.0
2024-04-24,59.92857142857143,40.714285714285715
2024-04-25,60.42857142857143,35.92857142857143
2024-04-26,72.71428571428571,39.142857142857146
2024-04-27,78.07142857142857,57.642857142857146
2024-04-28,81.35714285714286,60.785714285714285
2024-04-29,82.07142857142857,58.07142857142857
2024-04-30,73.85714285714286,54.714285714285715
2024-05-01,80.35714285714286,50.714285714285715
2024-05-02,82.0,53.07142857142857
2024-05-03,78.23076923076923,58.53846153846154
2024-05-04,72.35714285714286,59.142857142857146
2024-05-05,78.42857142857143,58.07142857142857
2024-05-06,72.0,57.785714285714285
2024-05-07,76.78571428571429,56.92857142857143
2024-05-08,79.57142857142857,57.714285714285715
2024-05-09,67.71428571428571,53.285714285714285
2024-05-10,65.85714285714286,47.214285714285715
2024-05-11,65.92857142857143,45.57142857142857
2024-05-12,70.61538461538461,45.92307692307692
2024-05-13,79.78571428571429,50.5
2024-05-14,70.0,58.785714285714285
2024-05-15,73.35714285714286,59.0
2024-05-16,78.14285714285714,54.785714285714285
2024-05-17,73.28571428571429,59.57142857142857
2024-05-18,80.0,57.857142857142854
2024-05-19,85.76923076923077,56.61538461538461
2024-05-20,86.07692307692308,58.76923076923077
2024-05-21,85.76923076923077,61.76923076923077
2024-05-22,83.0,63.23076923076923
2024-05-23,78.92307692307692,60.92307692307692
2024-05-24,81.76923076923077,59.15384615384615
2024-05-25,82.76923076923077,62.61538461538461
2024-05-26,81.53846153846153,60.15384615384615
2024-05-27,78.07692307692308,60.76923076923077
2024-05-28,75.76923076923077,56.61538461538461
2024-05-29,70.38461538461539,51.92307692307692
2024-05-30,71.76923076923077,48.69230769230769
2024-05-31,75.07692307692308,45.38461538461539
2024-06-01,80.92857142857143,49.92857142857143
2024-06-02,73.78571428571429,61.214285714285715
2024-06-03,82.71428571428571,60.57142857142857
2024-06-04,87.57142857142857,62.0
2024-06-05,83.0,67.28571428571429
2024-06-06,82.35714285714286,63.285714285714285
2024-06-07,78.14285714285714,58.07142857142857
2024-06-08,79.78571428571429,53.42857142857143
2024-06-09,77.42857142857143,58.42857142857143
2024-06-10,69.14285714285714,52.57142857142857
2024-06-11,74.78571428571429,48.642857142857146
2024-06-12,83.5,53.5
2024-06-13,88.07142857142857,58.785714285714285
2024-06-14,86.0,62.857142857142854
2024-06-15,82.5,57.5
2024-06-16,89.85714285714286,56.285714285714285
2024-06-17,94.57142857142857,69.35714285714286
2024-06-18,91.92857142857143,70.71428571428571
2024-06-19,88.57142857142857,71.35714285714286
2024-06-20,92.92857142857143,70.0
2024-06-21,94.0,69.42857142857143
2024-06-22,94.14285714285714,69.92857142857143
2024-06-23,87.5,71.5
2024-06-24,85.71428571428571,63.5
2024-06-25,86.5,61.714285714285715
2024-06-26,83.57142857142857,65.5
2024-06-27,82.85714285714286,61.642857142857146
2024-06-28,89.07142857142857,60.0
2024-06-29,87.21428571428571,71.85714285714286
2024-06-30,83.85714285714286,61.785714285714285
2024-07-01,77.92857142857143,55.357142857142854
2024-07-02,87.28571428571429,55.42857142857143
2024-07-03,91.64285714285714,70.64285714285714
2024-07-04,85.57142857142857,70.14285714285714
2024-07-05,85.07142857142857,68.78571428571429
2024-07-06,85.42857142857143,65.92857142857143
2024-07-07,87.35714285714286,62.57142857142857
2024-07-08,90.78571428571429,64.85714285714286
2024-07-09,89.57142857142857,69.28571428571429
2024-07-10,84.0,65.85714285714286
2024-07-11,86.14285714285714,63.07142857142857
2024-07-12,90.28571428571429,64.57142857142857
2024-07-13,92.42857142857143,67.21428571428571
2024-07-14,92.42857142857143,67.78571428571429
2024-07-15,93.07142857142857,69.85714285714286
2024-07-16,91.78571428571429,71.64285714285714
2024-07-17,86.42857142857143,68.14285714285714
2024-07-18,81.28571428571429,62.857142857142854
2024-07-19,83.21428571428571,57.214285714285715
2024-07-20,85.07142857142857,60.57142857142857
2024-07-21,84.57142857142857,61.357142857142854
2024-07-22,81.92857142857143,65.35714285714286
2024-07-23,86.07142857142857,64.78571428571429
2024-07-24,86.78571428571429,66.92857142857143
2024-07-25,85.0,65.07142857142857
2024-07-26,84.71428571428571,60.857142857142854
2024-07-27,88.64285714285714,58.357142857142854
2024-07-28,91.14285714285714,61.785714285714285
2024-07-29,87.28571428571429,68.92857142857143
2024-07-30,88.21428571428571,70.21428571428571
2024-07-31,90.76923076923077,69.76923076923077
2024-08-01,91.61538461538461,69.38461538461539
2024-08-02,86.46153846153847,69.3076923076923
2024-08-03,86.35714285714286,68.57142857142857
2024-08-04,90.42857142857143,67.0
2024-08-05,91.38461538461539,67.6923076923077
2024-08-06,91.61538461538461,68.61538461538461
2024-08-07,85.38461538461539,68.53846153846153
2024-08-08,85.15384615384616,67.61538461538461
2024-08-09,82.84615384615384,66.07692307692308
2024-08-10,79.38461538461539,58.38461538461539
2024-08-11,80.3076923076923,56.23076923076923
2024-08-12,81.6923076923077,56.07692307692308
2024-08-13,84.61538461538461,60.61538461538461
2024-08-14,86.53846153846153,59.07692307692308
2024-08-15,87.38461538461539,59.23076923076923
2024-08-16,84.92307692307692,67.84615384615384
2024-08-17,89.76923076923077,67.92307692307692
2024-08-18,82.53846153846153,66.53846153846153
2024-08-19,76.07692307692308,61.38461538461539
2024-08-20,73.64285714285714,55.357142857142854
2024-08-21,75.85714285714286,50.714285714285715
2024-08-22,79.38461538461539,50.38461538461539
2024-08-23,84.61538461538461,52.30769230769231
2024-08-24,89.0,56.61538461538461
2024-08-25,91.46153846153847,61.61538461538461
2024-08-26,92.46153846153847,65.6923076923077
2024-08-27,94.64285714285714,67.0
2024-08-28,94.28571428571429,69.42857142857143
2024-08-29,91.57142857142857,69.35714285714286
2024-08-30,95.78571428571429,66.57142857142857
2024-08-31,86.57142857142857,68.42857142857143
2024-09-01,85.57142857142857,64.85714285714286
2024-09-02,77.42857142857143,56.5
2024-09-03,79.64285714285714,50.142857142857146
2024-09-04,83.71428571428571,53.0
2024-09-05,87.0,55.142857142857146
2024-09-06,86.85714285714286,58.0
2024-09-07,70.42857142857143,49.642857142857146
2024-09-08,72.85714285714286,44.714285714285715
2024-09-09,80.28571428571429,47.0
2024-09-10,84.5,50.92857142857143
2024-09-11,87.85714285714286,53.142857142857146
2024-09-12,87.35714285714286,56.285714285714285
2024-09-13,85.71428571428571,59.0
2024-09-14,87.5,60.785714285714285
2024-09-15,88.07142857142857,59.357142857142854
2024-09-16,84.35714285714286,57.142857142857146
2024-09-17,82.28571428571429,58.42857142857143
2024-09-18,85.57142857142857,62.214285714285715
2024-09-19,87.28571428571429,60.642857142857146
2024-09-20,90.14285714285714,59.285714285714285
2024-09-21,89.21428571428571,62.642857142857146
2024-09-22,86.85714285714286,57.07142857142857
2024-09-23,78.71428571428571,64.57142857142857
2024-09-24,77.21428571428571,63.785714285714285
2024-09-25,77.07142857142857,63.42857142857143
2024-09-26,75.28571428571429,63.357142857142854
2024-09-27,75.38461538461539,65.76923076923077
2024-09-28,75.0,64.61538461538461
2024-09-29,73.3076923076923,64.92307692307692
2024-09-30,74.15384615384616,62.46153846153846
2024-10-01,74.46153846153847,58.84615384615385
2024-10-02,71.6923076923077,50.69230769230769
2024-10-03,76.84615384615384,49.30769230769231
2024-10-04,81.23076923076923,51.15384615384615
2024-10-05,78.5,52.357142857142854
2024-10-06,84.35714285714286,52.857142857142854
2024-10-07,68.57142857142857,46.857142857142854
